player_id,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,height,weight
8468639,John-Michael,Liles,USA,Indianapolis,D,11/25/1980 0:00,"5' 10""",185
8471804,Nathan,Gerbe,USA,Oxford,C,7/24/1987 1:00,"5' 4""",176
8469508,Jay,McClement,CAN,Kingston,C,3/2/1983 0:00,"6' 1""",205
8475807,Joakim,Nordstrom,SWE,Stockholm,LW,2/25/1992 0:00,"6' 1""",189
8476858,Phillip,Di Giuseppe,CAN,Toronto,LW,10/9/1993 1:00,"6' 0""",200
8468493,Ron,Hainsey,USA,Bolton,D,3/24/1981 0:00,"6' 3""",210
8476958,Jaccob,Slavin,USA,Denver,D,5/1/1994 1:00,"6' 3""",205
8470595,Eric,Staal,CAN,Thunder Bay,C,10/29/1984 0:00,"6' 4""",208
8471346,Kris,Versteeg,CAN,Lethbridge,RW,5/13/1986 1:00,"5' 11""",176
8476437,Victor,Rask,SWE,Leksand,C,3/1/1993 0:00,"6' 2""",200
8474661,Michal,Jordan,CZE,Zlin,D,7/17/1990 1:00,"6' 1""",195
8474062,Riley,Nash,CAN,Consort,C,5/9/1989 1:00,"6' 1""",200
8475250,Andrej,Nestrasil,CZE,Prague,C,2/22/1991 0:00,"6' 3""",200
8474089,Brad,Malone,CAN,Miramichi,C,5/20/1989 1:00,"6' 2""",207
8477496,Elias,Lindholm,SWE,Boden,C,12/2/1994 0:00,"6' 1""",192
8470966,Mark,Giordano,CAN,Toronto,D,10/3/1983 1:00,"6' 0""",198
8474628,Michael,Stone,CAN,Winnipeg,D,6/7/1990 1:00,"6' 3""",210
8474749,Matt,Bartkowski,USA,Pittsburgh,D,6/4/1988 1:00,"6' 1""",196
8475878,Freddie,Hamilton,CAN,Toronto,C,1/1/1992 0:00,"6' 1""",195
8476967,Brett,Kulak,CAN,Edmonton,D,1/6/1994 0:00,"6' 2""",187
8477935,Sam,Bennett,CAN,Holland Landing,C,6/20/1996 1:00,"6' 1""",200
8476407,Andy,Welinski,USA,Duluth,D,4/27/1993 1:00,"6' 1""",206
8476971,Kevin,Roy,CAN,Greenfield Park,LW,5/20/1993 1:00,"5' 9""",170
8474673,TJ,Brodie,CAN,Chatham,D,6/7/1990 1:00,"6' 1""",182
8476873,Mark,Jankowski,CAN,Hamilton,C,9/13/1994 1:00,"6' 4""",202
8474150,Mikael,Backlund,SWE,Vasteras,C,3/17/1989 0:00,"6' 1""",199
8476434,John,Gibson,USA,Pittsburgh,G,7/14/1993 1:00,"6' 3""",223
8448208,Jaromir,Jagr,CZE,Kladno,RW,2/15/1972 0:00,"6' 3""",230
8469608,Mike,Smith,CAN,Kingston,G,3/22/1982 0:00,"6' 4""",215
8475907,Micheal,Ferland,CAN,Swan River,LW,4/20/1992 1:00,"6' 2""",208
8477903,Garnet,Hathaway,USA,Kennebunkport,RW,11/23/1991 0:00,"6' 2""",208
8477508,Curtis,Lazar,CAN,Salmon Arm,C,2/2/1995 0:00,"6' 0""",209
8473564,Michael,Frolik,CZE,Kladno,RW,2/17/1988 0:00,"6' 1""",194
8471426,Troy,Brouwer,CAN,Vancouver,RW,8/17/1985 1:00,"6' 3""",215
8474612,Travis,Hamonic,CAN,St. Malo,D,8/16/1990 1:00,"6' 2""",205
8476400,Logan,Shaw,CAN,Glace Bay,RW,10/5/1992 1:00,"6' 3""",208
8476346,Johnny,Gaudreau,USA,Salem,LW,8/13/1993 1:00,"5' 9""",157
8479314,Matthew,Tkachuk,USA,Scottsdale,LW,12/11/1997 0:00,"6' 2""",202
8477497,Sean,Monahan,CAN,Brampton,C,10/12/1994 1:00,"6' 3""",195
8476462,Dougie,Hamilton,CAN,Toronto,D,6/17/1993 1:00,"6' 6""",210
8470162,Matt,Stajan,CAN,Mississauga,C,12/19/1983 0:00,"6' 1""",195
8476808,Brian,Flynn,USA,Lynnfield,C,7/26/1988 1:00,"6' 1""",183
8471476,Daniel,Winnik,CAN,Toronto,LW,3/6/1985 0:00,"6' 2""",210
8476769,Bobby,Farnham,USA,North Andover,RW,1/21/1989 0:00,"5' 10""",190
8477957,Nikita,Scherbak,RUS,Moscow,RW,12/30/1995 0:00,"6' 2""",192
8471338,Torrey,Mitchell,CAN,Greenfield Park,C,1/30/1985 0:00,"5' 11""",186
8471679,Carey,Price,CAN,Anahim Lake,G,8/16/1987 1:00,"6' 3""",215
8471214,Alex,Ovechkin,RUS,Moscow,LW,9/17/1985 1:00,"6' 3""",235
8471698,T.J.,Oshie,USA,Everett,RW,12/23/1986 0:00,"5' 11""",195
8470642,Shea,Weber,CAN,Sicamous,D,8/14/1985 1:00,"6' 4""",230
8474008,Paul,Carey,USA,Boston,C,9/24/1988 1:00,"6' 1""",200
8471710,Taylor,Chorney,USA,Thunder Bay,D,4/27/1987 1:00,"6' 0""",193
8477444,Andre,Burakovsky,SWE,Klagenfurt,LW,2/9/1995 0:00,"6' 3""",201
8475200,Dmitry,Orlov,RUS,Novokuznetsk,D,7/23/1991 1:00,"5' 11""",212
8474651,Braden,Holtby,CAN,Lloydminster,G,9/16/1989 1:00,"6' 2""",211
8477446,Michael,McCarron,USA,Grosse Pointe,RW,3/7/1995 0:00,"6' 6""",230
8473563,Nicklas,Backstrom,SWE,Gävle,C,11/23/1987 0:00,"6' 1""",210
8474590,John,Carlson,USA,Natick,D,1/10/1990 0:00,"6' 3""",218
8477220,Nate,Schmidt,USA,St. Cloud,D,7/16/1991 1:00,"6' 1""",194
8474157,Max,Pacioretty,USA,New Canaan,LW,11/20/1988 0:00,"6' 2""",206
8469521,Tomas,Plekanec,CZE,Kladno,C,10/31/1982 0:00,"5' 11""",193
8474291,Jay,Beagle,CAN,Calgary,C,10/16/1985 1:00,"6' 3""",218
8471702,Matt,Niskanen,USA,Virginia,D,12/6/1986 0:00,"6' 1""",203
8473507,Jeff,Petry,USA,Ann Arbor,D,12/9/1987 0:00,"6' 3""",208
8468498,Brooks,Orpik,USA,San Francisco,D,9/26/1980 1:00,"6' 3""",217
8474717,Mark,Barberio,CAN,Montreal,D,3/23/1990 0:00,"6' 1""",207
8474038,Paul,Byron,CAN,Ottawa,LW,4/27/1989 1:00,"5' 9""",162
8476479,Phillip,Danault,CAN,Victoriaville,C,2/24/1993 0:00,"6' 1""",195
8475149,Marcus,Johansson,SWE,Landskrona,LW,10/6/1990 1:00,"6' 1""",205
8471228,Alexander,Radulov,RUS,Nizhny Tagil,RW,7/5/1986 1:00,"6' 1""",201
8475744,Evgeny,Kuznetsov,RUS,Chelyabinsk,C,5/19/1992 1:00,"6' 2""",204
8477901,Daniel,Carr,CAN,Sherwood Park,LW,11/1/1991 0:00,"6' 0""",193
8477476,Artturi,Lehkonen,FIN,Piikkio,LW,7/4/1995 1:00,"6' 0""",183
8477413,Sven,Andrighetto,CHE,Zurich,RW,3/21/1993 0:00,"5' 10""",188
8478963,Ryan,Johnston,CAN,Sudbury,D,2/14/1992 0:00,"5' 10""",180
8471296,Alexei,Emelin,RUS,Togliatti,D,4/25/1986 1:00,"6' 2""",218
8474189,Lars,Eller,DNK,Rodovre,C,5/8/1989 1:00,"6' 2""",207
8473991,Karl,Alzner,CAN,Burnaby,D,9/24/1988 1:00,"6' 3""",217
8476880,Tom,Wilson,CAN,Toronto,RW,3/29/1994 1:00,"6' 4""",218
8475792,Brett,Connolly,CAN,Campbell River,RW,5/2/1992 1:00,"6' 3""",195
8468508,Justin,Williams,CAN,Cobourg,RW,10/4/1981 1:00,"6' 1""",188
8477070,Liam,O'Brien,CAN,Halifax,C,7/29/1994 1:00,"6' 1""",215
8470604,Jeff,Carter,CAN,London,C,1/1/1985 0:00,"6' 3""",217
8470602,Dion,Phaneuf,CAN,Edmonton,D,4/10/1985 1:00,"6' 3""",219
8470207,Joffrey,Lupul,CAN,Fort Saskatchewan,LW,9/23/1983 1:00,"6' 1""",211
8470606,Dustin,Brown,USA,Ithaca,RW,11/4/1984 0:00,"6' 0""",216
8476406,Nick,Shore,USA,Denver,C,9/26/1992 1:00,"6' 1""",201
8468483,Marian,Gaborik,SVK,Trencin,RW,2/14/1982 0:00,"6' 1""",205
8475716,Martin,Marincin,SVK,Kosice,D,2/18/1992 0:00,"6' 4""",210
8471436,Matt,Hunwick,USA,Warren,D,5/21/1985 1:00,"5' 11""",200
8471734,Jonathan,Quick,USA,Milford,G,1/21/1986 0:00,"6' 1""",218
8476404,Andy,Andreoff,CAN,Pickering,LW,5/17/1991 1:00,"6' 1""",210
8474568,Luke,Schenn,CAN,Saskatoon,D,11/2/1989 0:00,"6' 2""",229
8475188,Brayden,McNabb,CAN,Davidson,D,1/21/1991 0:00,"6' 4""",212
8476871,Tanner,Pearson,CAN,Kitchener,LW,8/10/1992 1:00,"6' 1""",204
8473463,Leo,Komarov,FIN,Narva,C,1/23/1987 0:00,"5' 11""",210
8476352,Michael,Mersch,USA,Park Ridge,LW,10/2/1992 1:00,"6' 2""",213
8475180,Peter,Holland,CAN,Toronto,C,1/14/1991 0:00,"6' 2""",205
8467329,Vincent,Lecavalier,CAN,Ile Bizard,C,4/21/1980 1:00,"6' 4""",215
8469707,PA,Parenteau,CAN,Hull,RW,3/24/1983 0:00,"6' 0""",200
8471685,Anze,Kopitar,SVN,Jesenice,C,8/24/1987 1:00,"6' 3""",224
8475726,Tyler,Toffoli,CAN,Scarborough,C,4/24/1992 1:00,"6' 0""",201
8474037,James,van Riemsdyk,USA,Middletown,LW,5/4/1989 1:00,"6' 3""",210
8476853,Morgan,Rielly,CAN,Vancouver,D,3/9/1994 0:00,"6' 1""",215
8473503,James,Reimer,CAN,Morweena,G,3/15/1988 0:00,"6' 2""",217
8473546,Michael,Grabner,AUT,Villach,RW,10/5/1987 1:00,"6' 1""",188
8477312,Antoine,Bibeau,CAN,Victoriaville,G,5/1/1994 1:00,"6' 3""",205
8471392,Roman,Polak,CZE,Ostrava,D,4/28/1986 1:00,"6' 2""",235
8475278,Byron,Froese,CAN,Winkler,C,3/12/1991 0:00,"6' 1""",202
8474162,Jake,Muzzin,CAN,Woodstock,D,2/21/1989 0:00,"6' 3""",216
8474563,Drew,Doughty,CAN,London,D,12/8/1989 0:00,"6' 1""",195
8476302,Frank,Corrado,CAN,Toronto,D,3/26/1993 0:00,"6' 0""",205
8473574,Shawn,Matthias,CAN,Mississauga,LW,2/19/1988 0:00,"6' 4""",231
8473453,Trevor,Lewis,USA,Salt Lake City,C,1/8/1987 0:00,"6' 1""",201
8475098,Tyler,Bozak,CAN,Regina,C,3/19/1986 0:00,"6' 1""",195
8474581,Jake,Gardiner,USA,Minnetonka,D,7/4/1990 1:00,"6' 2""",200
8473473,Milan,Lucic,CAN,Vancouver,LW,6/7/1988 1:00,"6' 3""",236
8474166,Alec,Martinez,USA,Rochester Hills,D,7/26/1987 1:00,"6' 1""",212
8474100,Dwight,King,CAN,Meadow Lake,LW,7/5/1989 1:00,"6' 4""",229
8473571,Jamie,McBain,USA,Edina,D,2/25/1988 0:00,"6' 1""",180
8476062,Mark,Arcobello,USA,Milford,RW,8/12/1988 1:00,"5' 8""",174
8475172,Nazem,Kadri,CAN,London,C,10/6/1990 1:00,"6' 0""",195
8469555,Christian,Ehrhoff,DEU,Moers,D,7/6/1982 1:00,"6' 2""",201
8468504,Brad,Boyes,CAN,Mississauga,RW,4/17/1982 1:00,"6' 0""",199
8467876,Henrik,Sedin,SWE,Ornskoldsvik,C,9/26/1980 1:00,"6' 2""",183
8467875,Daniel,Sedin,SWE,Ornskoldsvik,LW,9/26/1980 1:00,"6' 1""",190
8473499,Reto,Berra,CHE,Bulach,G,1/3/1987 0:00,"6' 4""",218
8473432,Derek,Dorsett,CAN,Kindersley,RW,12/20/1986 0:00,"6' 0""",192
8477937,Jake,Virtanen,CAN,New Westminster,RW,8/17/1996 1:00,"6' 1""",229
8474605,Patrick,Wiercioch,CAN,Burnaby,D,9/12/1990 1:00,"6' 5""",202
8477018,Ben,Hutton,CAN,Brockville,D,4/20/1993 1:00,"6' 2""",207
8473415,Alex,Biega,CAN,Montreal,D,4/4/1988 1:00,"5' 10""",193
8476867,Brendan,Gaunce,CAN,Sudbury,C,3/25/1994 0:00,"6' 2""",217
8475222,Sami,Vatanen,FIN,Jyväskylä,D,6/3/1991 1:00,"5' 10""",185
8477500,Bo,Horvat,CAN,London,C,4/5/1995 1:00,"6' 0""",223
8474593,Jacob,Markstrom,SWE,Gävle,G,1/31/1990 0:00,"6' 6""",196
8474091,Brandon,Sutter,CAN,Huntington,C,2/14/1989 0:00,"6' 3""",191
8470598,Thomas,Vanek,AUT,Vienna,LW,1/19/1984 0:00,"6' 2""",214
8471303,Alexander,Edler,SWE,Ostersund,D,4/21/1986 1:00,"6' 3""",214
8474584,Michael,Del Zotto,CAN,Stouffville,D,6/24/1990 1:00,"6' 0""",195
8478444,Brock,Boeser,USA,Burnsville,RW,2/25/1997 0:00,"6' 1""",191
8476884,Derrick,Pouliot,CAN,Estevan,D,1/16/1994 0:00,"6' 0""",208
8476466,Sven,Baertschi,CHE,Bern,LW,10/5/1992 1:00,"5' 11""",192
8474040,Sam,Gagner,CAN,London,C,8/10/1989 1:00,"5' 11""",200
8476423,Reid,Boucher,USA,Lansing,C,9/8/1993 1:00,"5' 10""",195
8475790,Erik,Gudbranson,CAN,Ottawa,D,1/7/1992 0:00,"6' 5""",220
8476440,Markus,Granlund,FIN,Oulu,C,4/16/1993 1:00,"6' 0""",183
8477034,Jaycob,Megna,USA,Plantation,D,12/10/1992 0:00,"6' 6""",219
8479290,Kalle,Kossila,FIN,Kauniainen,C,4/14/1993 1:00,"5' 10""",185
8474569,Colin,Wilson,USA,Greenwich,C,10/20/1989 1:00,"6' 1""",221
8478906,Markus,Nutivaara,FIN,Oulu,D,6/6/1994 1:00,"6' 1""",191
8476449,Scott,Harrington,CAN,Kingston,D,3/10/1993 0:00,"6' 2""",207
8471677,Jack,Johnson,USA,Indianapolis,D,1/13/1987 0:00,"6' 1""",227
8477416,Oliver,Bjorkstrand,DNK,Herning,RW,4/10/1995 1:00,"6' 0""",177
8476310,Lukas,Sedlak,CZE,Ceské Budejovice,C,2/25/1993 0:00,"6' 0""",205
8475683,Sergei,Bobrovsky,RUS,Novokuznetsk,G,9/20/1988 1:00,"6' 2""",182
8476432,Boone,Jenner,CAN,Dorchester,C,6/15/1993 1:00,"6' 2""",206
8475147,Jordan,Schroeder,USA,Lakeville,LW,9/29/1990 1:00,"5' 9""",170
8475268,Gabriel,Bourque,CAN,Rimouski,LW,9/23/1990 1:00,"5' 10""",206
8473541,Jonathan,Bernier,CAN,Laval,G,8/7/1988 1:00,"6' 0""",184
8479400,Pierre-Luc,Dubois,CAN,Ste-Agathe-Des-Monts,C,6/24/1998 1:00,"6' 3""",207
8477021,Alexander,Kerfoot,CAN,Vancouver,C,8/11/1994 1:00,"5' 10""",175
8478073,Anton,Lindholm,SWE,Skellefteå,D,11/29/1994 0:00,"5' 11""",191
8477947,Sonny,Milano,USA,Massapequa,LW,5/12/1996 1:00,"6' 0""",195
