game_id,venue,venue_time_zone_tz
2011021011,Joe Louis Arena,EDT
2011020735,Centre Bell,EDT
2011020150,United Center,CDT
2010020802,Prudential Center,EDT
2011020330,First Niagara Center,EDT
2011020089,Rogers Arena,PDT
2011020811,CONSOL Energy Center,EDT
2010020592,CONSOL Energy Center,EDT
2011020446,MTS Centre,CDT
2011020426,Joe Louis Arena,EDT
2010021214,Honda Center,PDT
2010021164,TD Garden,EDT
2010021175,Wells Fargo Center,EDT
2010020627,Honda Center,PDT
2011021207,Scotiabank Place,EDT
2010020578,Xcel Energy Center,CDT
2010021063,Rexall Place,MDT
2010020973,Nassau Coliseum,EDT
2010020425,TD Garden,EDT
2011020399,Rogers Arena,PDT
2010020625,Xcel Energy Center,CDT
2010020910,Joe Louis Arena,EDT
2011020729,United Center,CDT
2011021184,United Center,CDT
2011020450,Honda Center,PDT
2011021155,Air Canada Centre,EDT
2010020053,Honda Center,PDT
2011020514,American Airlines Center,CDT
2010020480,Scottrade Center,CDT
2011021098,PNC Arena,EDT
2011020057,Bridgestone Arena,CDT
2010020760,Bridgestone Arena,CDT
2010020450,Prudential Center,EDT
2011020893,United Center,CDT
2011020781,Madison Square Garden,EDT
2011020311,Jobing.com Arena,MST
2011020882,MTS Centre,CDT
2011020122,Centre Bell,EDT
2011020325,Jobing.com Arena,MST
2011020830,Nationwide Arena,EDT
2011020341,Xcel Energy Center,CDT
2010020180,Verizon Center,EDT
2010020965,Rogers Arena,PDT
2010020518,HP Pavilion at San Jose,PDT
2010020096,Scottrade Center,CDT
2010020445,Scotiabank Saddledome,MDT
2010020675,United Center,CDT
2011021014,TD Garden,EDT
2011020593,Prudential Center,EDT
2011020904,MTS Centre,CDT
2011020356,Rexall Place,MDT
2010020350,Scotiabank Place,EDT
2010020520,Prudential Center,EDT
2010020669,Jobing.com Arena,MST
2011020052,Wells Fargo Center,EDT
2010021127,Rexall Place,MDT
2010020375,HSBC Arena,EDT
2011020474,Xcel Energy Center,CDT
2011020083,Scotiabank Place,EDT
2010020366,Air Canada Centre,EDT
2011020391,United Center,CDT
2010020787,Wells Fargo Center,EDT
2010021111,CONSOL Energy Center,EDT
2010021139,Centre Bell,EDT
2010020154,Scotiabank Saddledome,MDT
2011020296,American Airlines Center,CDT
2011020135,Jobing.com Arena,MST
2010020508,Prudential Center,EDT
2011020320,RBC Center,EDT
2010021187,Centre Bell,EDT
2010021067,Madison Square Garden,EDT
2010020359,Wells Fargo Center,EDT
2011020804,Wells Fargo Center,EDT
2011020927,American Airlines Center,CDT
2010020846,Pepsi Center,MDT
2011020168,Nassau Coliseum,EDT
2011020832,CONSOL Energy Center,EDT
2010020287,Verizon Center,EDT
2010020746,American Airlines Center,CDT
2010020030,HSBC Arena,EDT
2011021152,Rogers Arena,PDT
2011020295,BankAtlantic Center,EDT
2010020731,Pepsi Center,MDT
2010020641,HP Pavilion at San Jose,PDT
2011020031,American Airlines Center,CDT
2011020718,Joe Louis Arena,EDT
2010021142,Bridgestone Arena,CDT
2010020193,Philips Arena,EDT
2011020888,Nationwide Arena,EDT
2011020686,Prudential Center,EDT
2011020824,Xcel Energy Center,CDT
2010020700,Wells Fargo Center,EDT
2011021067,Xcel Energy Center,CDT
2011020494,RBC Center,EDT
2011020288,Honda Center,PDT
2010020831,Centre Bell,EDT
2011020451,Nassau Coliseum,EDT
2011020570,Scotiabank Place,EDT
2011020817,Prudential Center,EDT
2010020156,HP Pavilion at San Jose,PDT
2010020382,Scotiabank Place,EDT
2011021228,Pepsi Center,MDT
2011021229,Rogers Arena,PDT
2010020535,HP Pavilion at San Jose,PDT
2011020037,Prudential Center,EDT
2010020708,HSBC Arena,EDT
2011021133,Jobing.com Arena,MST
2011020038,Nassau Coliseum,EDT
2011020045,United Center,CDT
2011020448,Scotiabank Place,EDT
2011020346,Madison Square Garden,EDT
2010020376,Xcel Energy Center,CDT
2011020091,Prudential Center,EDT
2011021086,Xcel Energy Center,CDT
2010020166,RBC Center,EDT
2011020857,Staples Center,PDT
2011020903,Bridgestone Arena,CDT
2010020503,CONSOL Energy Center,EDT
2010020426,HSBC Arena,EDT
2011020086,Pepsi Center,MDT
2011020264,Scottrade Center,CDT
2010020004,Pepsi Center,MDT
2010020078,Philips Arena,EDT
2011020412,Joe Louis Arena,EDT
2010021027,RBC Center,EDT
2011020996,First Niagara Center,EDT
2010021124,Xcel Energy Center,CDT
2010020131,Nationwide Arena,EDT
2010020980,Jobing.com Arena,MST
2011020571,United Center,CDT
2011020458,MTS Centre,CDT
2011020016,Xcel Energy Center,CDT
2010021147,RBC Center,EDT
2010020136,Scotiabank Saddledome,MDT
2011020569,Citizens Bank Park,EDT
2011020818,Nassau Coliseum,EDT
2011020260,TD Garden,EDT
2010020556,Staples Center,PDT
2011020684,Honda Center,PDT
2010020023,Rogers Arena,PDT
2011020111,Centre Bell,EDT
2010020505,United Center,CDT
2010020882,Scottrade Center,CDT
2010020960,Verizon Center,EDT
2010020110,Rexall Place,MDT
2010020807,BankAtlantic Center,EDT
2010020993,Nassau Coliseum,EDT
2010020678,Nassau Coliseum,EDT
2011021096,Staples Center,PDT
2011020945,HP Pavilion at San Jose,PDT
2010020216,Honda Center,PDT
2010020774,Philips Arena,EDT
2011021018,Nassau Coliseum,EDT
2011020134,Rexall Place,MDT
2010020920,St. Pete Times Forum,EDT
2011020368,United Center,CDT
2010020727,Rexall Place,MDT
2011020043,Bridgestone Arena,CDT
2010020093,Nationwide Arena,EDT
2011021180,HP Pavilion at San Jose,PDT
2010020008,Hartwall Areena,EDT
2011020210,Staples Center,PDT
2010020057,Nassau Coliseum,EDT
2010020374,RBC Center,EDT
2010020668,American Airlines Center,CDT
2010020539,St. Pete Times Forum,EDT
2010021202,Scotiabank Place,EDT
2010021031,Scotiabank Saddledome,MDT
2011020204,Prudential Center,EDT
2010020127,United Center,CDT
2011020545,St. Pete Times Forum,EDT
2010021052,Joe Louis Arena,EDT
2010020203,Joe Louis Arena,EDT
2011020351,Scotiabank Saddledome,MDT
2011020361,American Airlines Center,CDT
2011020679,Rogers Arena,PDT
2010020631,Staples Center,PDT
2011020397,MTS Centre,CDT
2011020527,Staples Center,PDT
2011020270,HP Pavilion at San Jose,PDT
2010021131,Wells Fargo Center,EDT
2010021215,Madison Square Garden,EDT
2010021001,Verizon Center,EDT
2011020920,Madison Square Garden,EDT
2010020181,HSBC Arena,EDT
2011020772,Nassau Coliseum,EDT
2010020285,Centre Bell,EDT
2011020386,Rogers Arena,PDT
2010020117,Air Canada Centre,EDT
2011020890,Tampa Bay Times Forum,EDT
2011021021,Bridgestone Arena,CDT
2010020959,Wells Fargo Center,EDT
2010020656,Scotiabank Place,EDT
2010021115,St. Pete Times Forum,EDT
2010020693,Madison Square Garden,EDT
2011020444,BankAtlantic Center,EDT
2011020792,Tampa Bay Times Forum,EDT
2010020022,Ericsson Globe,PDT
2011020664,Nassau Coliseum,EDT
2010021169,Prudential Center,EDT
2010020603,Staples Center,PDT
2010020457,Bridgestone Arena,CDT
2010020324,CONSOL Energy Center,EDT
2010020876,United Center,CDT
2011020306,Joe Louis Arena,EDT
2011020387,Madison Square Garden,EDT
2011020758,Pepsi Center,MDT
2010020492,St. Pete Times Forum,EDT
2011021192,Wells Fargo Center,EDT
2010020249,HSBC Arena,EDT
2010020080,United Center,CDT
2010020420,Scotiabank Place,EDT
2011020068,HP Pavilion at San Jose,PDT
2010020155,Staples Center,PDT
2011020181,St. Pete Times Forum,EDT
2010020961,RBC Center,EDT
2011020617,Air Canada Centre,EDT
2011020923,Bridgestone Arena,CDT
2011020601,Staples Center,PDT
2010020812,American Airlines Center,CDT
2011020203,Air Canada Centre,EDT
2010020239,Joe Louis Arena,EDT
2010020552,Philips Arena,EDT
2010020762,American Airlines Center,CDT
2011020660,Centre Bell,EDT
2011021185,CONSOL Energy Center,EDT
2011020540,Jobing.com Arena,MST
2010020073,United Center,CDT
2011020292,Verizon Center,EDT
2010021057,Centre Bell,EDT
2011020258,Rogers Arena,PDT
2011020767,TD Garden,EDT
2011020167,Pepsi Center,MDT
2011020173,Joe Louis Arena,EDT
2011020363,Rogers Arena,PDT
2011020587,Wells Fargo Center,EDT
2011021198,Jobing.com Arena,MST
2011020823,Scottrade Center,CDT
2011020568,Bridgestone Arena,CDT
2011020519,Xcel Energy Center,CDT
2010020128,HP Pavilion at San Jose,PDT
2010020312,Scotiabank Place,EDT
2010020043,Scotiabank Place,EDT
2011020550,Honda Center,PDT
2010020880,RBC Center,EDT
2010020027,Prudential Center,EDT
2011020189,Wells Fargo Center,EDT
2010020871,RBC Center,EDT
2011020308,Xcel Energy Center,CDT
2011020557,Nassau Coliseum,EDT
2010020709,Scotiabank Place,EDT
2011020611,Scotiabank Place,EDT
2011020548,American Airlines Center,CDT
2011020319,CONSOL Energy Center,EDT
2010020442,Scotiabank Place,EDT
2010020294,Philips Arena,EDT
2011021065,TD Garden,EDT
2011020789,Nationwide Arena,EDT
2011020180,Scotiabank Place,EDT
2010020810,Nationwide Arena,EDT
2011020864,Rexall Place,MDT
2011020802,Nassau Coliseum,EDT
2011020822,Air Canada Centre,EDT
2010021201,Madison Square Garden,EDT
2011020155,Pepsi Center,MDT
2011020473,Bridgestone Arena,CDT
2010020648,Nassau Coliseum,EDT
2010020498,Nationwide Arena,EDT
2011020331,Centre Bell,EDT
2011020029,Verizon Center,EDT
2011020759,Rexall Place,MDT
2010021082,Nationwide Arena,EDT
2010020330,Philips Arena,EDT
2011020644,First Niagara Center,EDT
2010020296,Honda Center,PDT
2011020552,Scotiabank Place,EDT
2010020465,Xcel Energy Center,CDT
2010020194,Nationwide Arena,EDT
2011020062,HP Pavilion at San Jose,PDT
2010020682,American Airlines Center,CDT
2011021010,CONSOL Energy Center,EDT
2010020275,Joe Louis Arena,EDT
2010020482,Scotiabank Saddledome,MDT
2011020478,BankAtlantic Center,EDT
2011020185,Scotiabank Place,EDT
2011021084,Tampa Bay Times Forum,EDT
2010020288,RBC Center,EDT
2010020638,BankAtlantic Center,EDT
2011020994,Rogers Arena,PDT
2011020427,Nationwide Arena,EDT
2010020444,Pepsi Center,MDT
2010020576,Scottrade Center,CDT
2011020659,Verizon Center,EDT
2010020781,Rogers Arena,PDT
2011020798,Joe Louis Arena,EDT
2011020299,Bridgestone Arena,CDT
2010020307,HSBC Arena,EDT
2010020715,Air Canada Centre,EDT
2010020400,Nationwide Arena,EDT
2011020036,RBC Center,EDT
2011020327,Madison Square Garden,EDT
2011020991,Bridgestone Arena,CDT
2010020443,Bridgestone Arena,CDT
2010021042,Prudential Center,EDT
2011020619,Madison Square Garden,EDT
2011020087,Scotiabank Saddledome,MDT
2010020650,BankAtlantic Center,EDT
2011021194,BankAtlantic Center,EDT
2010020012,O2 Czech Republic,EDT
2010020554,United Center,CDT
2010021068,RBC Center,EDT
2010020349,RBC Center,EDT
2010020377,United Center,CDT
2010020854,Rexall Place,MDT
2010020157,Madison Square Garden,EDT
2010021095,Xcel Energy Center,CDT
2010021039,United Center,CDT
2010020667,Bridgestone Arena,CDT
2011020539,United Center,CDT
2010021121,RBC Center,EDT
2011021034,Pepsi Center,MDT
2011020775,Bridgestone Arena,CDT
2011020682,United Center,CDT
2010020913,Rogers Arena,PDT
2010020217,TD Garden,EDT
2011020416,HP Pavilion at San Jose,PDT
2011020620,CONSOL Energy Center,EDT
2011020787,Wells Fargo Center,EDT
2011020434,United Center,CDT
2011020640,Scotiabank Saddledome,MDT
2011020033,Scotiabank Place,EDT
2011020523,Scottrade Center,CDT
2010021066,Prudential Center,EDT
2010020543,Jobing.com Arena,MST
2011020602,First Niagara Center,EDT
2011020629,Verizon Center,EDT
2010020072,St. Pete Times Forum,EDT
2011020174,Xcel Energy Center,CDT
2010020586,Prudential Center,EDT
2010020826,Scottrade Center,CDT
2011020829,Joe Louis Arena,EDT
2011020005,Joe Louis Arena,EDT
2011020930,Xcel Energy Center,CDT
2010020547,Scotiabank Place,EDT
2010020521,Nassau Coliseum,EDT
2010020718,Philips Arena,EDT
2010021227,Philips Arena,EDT
2011020517,Rogers Arena,PDT
2010021168,Scotiabank Place,EDT
2011020834,Verizon Center,EDT
2010020094,HSBC Arena,EDT
2011020192,Jobing.com Arena,MST
2011020191,Xcel Energy Center,CDT
2011020982,MTS Centre,CDT
2010020869,HP Pavilion at San Jose,PDT
2011020114,Nassau Coliseum,EDT
2010020510,Verizon Center,EDT
2010020574,BankAtlantic Center,EDT
2010021094,Bridgestone Arena,CDT
2011021069,Scotiabank Place,EDT
2010020139,CONSOL Energy Center,EDT
2011020577,RBC Center,EDT
2011021117,Staples Center,PDT
2011020704,Joe Louis Arena,EDT
2011020064,Air Canada Centre,EDT
2010020160,Air Canada Centre,EDT
2010020300,Madison Square Garden,EDT
2011020109,Honda Center,PDT
2010020710,BankAtlantic Center,EDT
2010020947,Scottrade Center,CDT
2010021011,Scottrade Center,CDT
2010020385,St. Pete Times Forum,EDT
2010020717,CONSOL Energy Center,EDT
2011020510,Nassau Coliseum,EDT
2011020274,MTS Centre,CDT
2011020066,MTS Centre,CDT
2010020495,HSBC Arena,EDT
2011020646,Rexall Place,MDT
2011020422,First Niagara Center,EDT
2011020717,RBC Center,EDT
2011020697,United Center,CDT
2011021169,Nassau Coliseum,EDT
2010020741,Jobing.com Arena,MST
2010020874,BankAtlantic Center,EDT
2010021000,HP Pavilion at San Jose,PDT
2011020573,Staples Center,PDT
2010021133,Honda Center,PDT
2011020027,Nassau Coliseum,EDT
2011020372,Staples Center,PDT
2011020177,HP Pavilion at San Jose,PDT
2010020215,United Center,CDT
2011021024,Rogers Arena,PDT
2010020879,Nassau Coliseum,EDT
2011020160,TD Garden,EDT
2010020059,BankAtlantic Center,EDT
2011021071,Tampa Bay Times Forum,EDT
2010020628,CONSOL Energy Center,EDT
2010020439,Rexall Place,MDT
2010020763,HP Pavilion at San Jose,PDT
2011020206,Centre Bell,EDT
2011021035,Rexall Place,MDT
2011020965,TD Garden,EDT
2010021023,CONSOL Energy Center,EDT
2010020434,Jobing.com Arena,MST
2010020048,Prudential Center,EDT
2010021019,Philips Arena,EDT
2011020530,Nationwide Arena,EDT
2011020272,Pepsi Center,MDT
2010020768,Rexall Place,MDT
2010020190,Centre Bell,EDT
2010020599,Prudential Center,EDT
2011020669,Scottrade Center,CDT
2010020740,United Center,CDT
2011020402,Scotiabank Place,EDT
2011020293,Nationwide Arena,EDT
2010020274,CONSOL Energy Center,EDT
2011020616,TD Garden,EDT
2010020825,Philips Arena,EDT
2010020877,Rexall Place,MDT
2011020166,Prudential Center,EDT
2011020743,Xcel Energy Center,CDT
2011020773,RBC Center,EDT
2010020496,Verizon Center,EDT
2011021177,Xcel Energy Center,CDT
2011021158,Xcel Energy Center,CDT
2010020286,Nassau Coliseum,EDT
2011020766,Honda Center,PDT
2011020196,BankAtlantic Center,EDT
2010020580,Honda Center,PDT
2011020159,United Center,CDT
2011020712,Staples Center,PDT
2010020283,TD Garden,EDT
2010020794,Centre Bell,EDT
2010020978,Philips Arena,EDT
2010020016,CONSOL Energy Center,EDT
2010021148,Joe Louis Arena,EDT
2011020959,Verizon Center,EDT
2011021150,Scotiabank Saddledome,MDT
2010020459,Rogers Arena,PDT
2011020538,Bridgestone Arena,CDT
2011020556,Prudential Center,EDT
2010021130,Nationwide Arena,EDT
2010020169,American Airlines Center,CDT
2011020972,Staples Center,PDT
2010020952,Air Canada Centre,EDT
2010020065,Scotiabank Saddledome,MDT
2011020995,HP Pavilion at San Jose,PDT
2010020516,Pepsi Center,MDT
2010020134,Xcel Energy Center,CDT
2010021183,HP Pavilion at San Jose,PDT
2010020991,Staples Center,PDT
2010021195,Verizon Center,EDT
2011021070,Madison Square Garden,EDT
2011021208,Joe Louis Arena,EDT
2010021151,Nassau Coliseum,EDT
2011020499,HP Pavilion at San Jose,PDT
2010020585,HP Pavilion at San Jose,PDT
2011020436,TD Garden,EDT
2011020734,Rogers Arena,PDT
2010020895,Wells Fargo Center,EDT
2011021074,Staples Center,PDT
2011020547,MTS Centre,CDT
2010020834,Jobing.com Arena,MST
2011021091,Nationwide Arena,EDT
2010020441,Joe Louis Arena,EDT
2010020845,Scottrade Center,CDT
2011020661,United Center,CDT
2011020710,Xcel Energy Center,CDT
2010020224,Scottrade Center,CDT
2011021082,TD Garden,EDT
2010020295,Joe Louis Arena,EDT
2011020657,Scotiabank Saddledome,MDT
2011021075,HP Pavilion at San Jose,PDT
2010020704,Pepsi Center,MDT
2010020588,Pepsi Center,MDT
2011020952,Wells Fargo Center,EDT
2010020039,CONSOL Energy Center,EDT
2010020148,Joe Louis Arena,EDT
2011020453,Nationwide Arena,EDT
2010021185,Air Canada Centre,EDT
2010020485,Joe Louis Arena,EDT
2010021021,American Airlines Center,CDT
2010020929,Scotiabank Place,EDT
2010020362,Xcel Energy Center,CDT
2011020020,Ericsson Globe,PDT
2011020506,Rexall Place,MDT
2011021128,Verizon Center,EDT
2010020335,CONSOL Energy Center,EDT
2010020331,BankAtlantic Center,EDT
2011020266,Xcel Energy Center,CDT
2010021007,Honda Center,PDT
2010020429,Nassau Coliseum,EDT
2010020333,Rogers Arena,PDT
2011020398,Scotiabank Saddledome,MDT
2010021059,BankAtlantic Center,EDT
2011020561,First Niagara Center,EDT
2011020924,Scotiabank Saddledome,MDT
2011021197,Rogers Arena,PDT
2011020242,Honda Center,PDT
2011020500,Air Canada Centre,EDT
2010020633,HSBC Arena,EDT
2011020943,Xcel Energy Center,CDT
2010021138,Nationwide Arena,EDT
2011020722,Prudential Center,EDT
2010020145,Scotiabank Place,EDT
2010020859,United Center,CDT
2010020449,HSBC Arena,EDT
2011020025,TD Garden,EDT
2011020753,Staples Center,PDT
2010020775,Pepsi Center,MDT
2011020690,Scottrade Center,CDT
2011021230,HP Pavilion at San Jose,PDT
2011020403,First Niagara Center,EDT
2011020520,First Niagara Center,EDT
2011020049,Air Canada Centre,EDT
2011020152,Rogers Arena,PDT
2011020364,Staples Center,PDT
2011020971,Rogers Arena,PDT
2010020036,HSBC Arena,EDT
2011020907,Rexall Place,MDT
2010020784,Pepsi Center,MDT
2011020886,Air Canada Centre,EDT
2010020559,Xcel Energy Center,CDT
2010020593,BankAtlantic Center,EDT
2010020917,Nationwide Arena,EDT
2011020979,Verizon Center,EDT
2010020440,Honda Center,PDT
2010020273,American Airlines Center,CDT
2011021006,American Airlines Center,CDT
2010020298,Air Canada Centre,EDT
2010020384,Nationwide Arena,EDT
2011020542,Nassau Coliseum,EDT
2011021047,Centre Bell,EDT
2010020201,United Center,CDT
2011021140,TD Garden,EDT
2010020225,Staples Center,PDT
2011020423,Scotiabank Place,EDT
2010020005,Rexall Place,MDT
2010020858,BankAtlantic Center,EDT
2011020234,Nationwide Arena,EDT
2011021125,Pepsi Center,MDT
2010021077,Rexall Place,MDT
2011020575,Air Canada Centre,EDT
2010020351,Scotiabank Saddledome,MDT
2011020535,Pepsi Center,MDT
2011020298,Scottrade Center,CDT
2010020308,Nassau Coliseum,EDT
2011020194,HP Pavilion at San Jose,PDT
2011020009,Ericsson Globe,PDT
2011020958,HP Pavilion at San Jose,PDT
2010020735,Wells Fargo Center,EDT
2011020916,Rexall Place,MDT
2011020883,Nassau Coliseum,EDT
2011020229,TD Garden,EDT
2011020947,United Center,CDT
2010021228,Pepsi Center,MDT
2011020564,Nationwide Arena,EDT
2011020263,St. Pete Times Forum,EDT
2010021078,Staples Center,PDT
2010020891,Nassau Coliseum,EDT
2010020195,Pepsi Center,MDT
2011020169,Madison Square Garden,EDT
2010020373,Madison Square Garden,EDT
2011020621,RBC Center,EDT
2010021034,Verizon Center,EDT
2011020786,Madison Square Garden,EDT
2010020905,St. Pete Times Forum,EDT
2010020227,Prudential Center,EDT
2011021060,Scotiabank Place,EDT
2010020925,Staples Center,PDT
2011021157,Nassau Coliseum,EDT
2010020082,TD Garden,EDT
2011020856,American Airlines Center,CDT
2010021177,Joe Louis Arena,EDT
2010020607,United Center,CDT
2010020221,Philips Arena,EDT
2011020815,HP Pavilion at San Jose,PDT
2010020527,American Airlines Center,CDT
2010020659,Xcel Energy Center,CDT
2010020364,Honda Center,PDT
2011021114,Centre Bell,EDT
2011020983,Honda Center,PDT
2011020590,Bridgestone Arena,CDT
2010021203,American Airlines Center,CDT
2010020421,Philips Arena,EDT
2011020079,Air Canada Centre,EDT
2010020025,Scotiabank Saddledome,MDT
2011020780,Prudential Center,EDT
2010020033,Rogers Arena,PDT
2010020002,CONSOL Energy Center,EDT
2010020987,Scotiabank Saddledome,MDT
2011020081,Wells Fargo Center,EDT
2010020038,Centre Bell,EDT
2011020144,Nassau Coliseum,EDT
2011021055,PNC Arena,EDT
2011021028,Xcel Energy Center,CDT
2010020893,CONSOL Energy Center,EDT
2010020792,Scotiabank Saddledome,MDT
2010020699,Nassau Coliseum,EDT
2011020186,Prudential Center,EDT
2010020754,Verizon Center,EDT
2011020188,Madison Square Garden,EDT
2010020614,Centre Bell,EDT
2011020424,Nassau Coliseum,EDT
2011020498,Rogers Arena,PDT
2010020949,Jobing.com Arena,MST
2011020748,HP Pavilion at San Jose,PDT
2011020960,Scotiabank Place,EDT
2010021126,Jobing.com Arena,MST
2010020269,TD Garden,EDT
2010020587,Verizon Center,EDT
2010020234,HSBC Arena,EDT
2010020841,BankAtlantic Center,EDT
2010020437,HP Pavilion at San Jose,PDT
2011021003,Scotiabank Place,EDT
2010021171,Verizon Center,EDT
2010020130,Joe Louis Arena,EDT
2010020666,Joe Louis Arena,EDT
2010020448,Rexall Place,MDT
2010021030,Bridgestone Arena,CDT
2010020821,TD Garden,EDT
2011020300,First Niagara Center,EDT
2010020839,American Airlines Center,CDT
2010021069,Rogers Arena,PDT
2010020104,Joe Louis Arena,EDT
2010020051,Nationwide Arena,EDT
2011020385,Honda Center,PDT
2010021041,HSBC Arena,EDT
2011020671,Prudential Center,EDT
2010020922,Rexall Place,MDT
2010020773,Wells Fargo Center,EDT
2011020554,Scottrade Center,CDT
2011021079,Rexall Place,MDT
2011021162,PNC Arena,EDT
2011021213,Rexall Place,MDT
2011020505,Scotiabank Saddledome,MDT
2010020241,Jobing.com Arena,MST
2010020390,Staples Center,PDT
2011020600,American Airlines Center,CDT
2010020900,American Airlines Center,CDT
2011020220,Staples Center,PDT
2010020248,TD Garden,EDT
2010020406,Wells Fargo Center,EDT
2010020529,Staples Center,PDT
2010020701,RBC Center,EDT
2010021006,American Airlines Center,CDT
2011021094,American Airlines Center,CDT
2011020584,TD Garden,EDT
2011020763,BankAtlantic Center,EDT
2011020418,First Niagara Center,EDT
2011020384,Pepsi Center,MDT
2010021109,Jobing.com Arena,MST
2011020969,Jobing.com Arena,MST
2010020433,Bridgestone Arena,CDT
2010020517,Staples Center,PDT
2010020724,Nassau Coliseum,EDT
2011020627,Scotiabank Saddledome,MDT
2011020224,CONSOL Energy Center,EDT
2011020848,BankAtlantic Center,EDT
2011021138,Rogers Arena,PDT
2010020532,BankAtlantic Center,EDT
2010020175,Scotiabank Place,EDT
2011020698,American Airlines Center,CDT
2010020941,Staples Center,PDT
2010020986,Xcel Energy Center,CDT
2010020389,Rexall Place,MDT
2010020260,Verizon Center,EDT
2010020447,Wells Fargo Center,EDT
2010020665,BankAtlantic Center,EDT
2011020579,American Airlines Center,CDT
2010020020,Bridgestone Arena,CDT
2011021179,Rogers Arena,PDT
2010020014,Air Canada Centre,EDT
2010020860,Pepsi Center,MDT
2011020553,BankAtlantic Center,EDT
2010020150,Xcel Energy Center,CDT
2010021218,Wells Fargo Center,EDT
2011020388,CONSOL Energy Center,EDT
2011020190,Joe Louis Arena,EDT
2010020545,Prudential Center,EDT
2010020323,Wells Fargo Center,EDT
2011020490,Scotiabank Place,EDT
2011021156,Prudential Center,EDT
2010020852,Bridgestone Arena,CDT
2011020324,American Airlines Center,CDT
2010020847,Jobing.com Arena,MST
2011020676,Nationwide Arena,EDT
2011020537,Verizon Center,EDT
2010020881,St. Pete Times Forum,EDT
2010020795,St. Pete Times Forum,EDT
2010020052,HSBC Arena,EDT
2010020325,Xcel Energy Center,CDT
2011021022,American Airlines Center,CDT
2011020413,Scottrade Center,CDT
2011020245,Centre Bell,EDT
2010021029,Scottrade Center,CDT
2011020154,Scotiabank Place,EDT
2010020105,Scottrade Center,CDT
2011020024,Rexall Place,MDT
2010020142,Honda Center,PDT
2010020369,CONSOL Energy Center,EDT
2011020985,Prudential Center,EDT
2011020578,Scottrade Center,CDT
2011021122,Tampa Bay Times Forum,EDT
2011021172,Verizon Center,EDT
2010020967,HP Pavilion at San Jose,PDT
2011021051,Honda Center,PDT
2010021015,Nassau Coliseum,EDT
2010020017,Verizon Center,EDT
2011021036,Jobing.com Arena,MST
2011020728,Scottrade Center,CDT
2010020827,American Airlines Center,CDT
2010020613,Pepsi Center,MDT
2010020281,Rexall Place,MDT
2011020516,Jobing.com Arena,MST
2010020894,Air Canada Centre,EDT
2010020319,HP Pavilion at San Jose,PDT
2010020983,Nassau Coliseum,EDT
2010021053,Rogers Arena,PDT
2010020069,Air Canada Centre,EDT
2010020855,HSBC Arena,EDT
2010020606,BankAtlantic Center,EDT
2010020832,St. Pete Times Forum,EDT
2010021170,Nassau Coliseum,EDT
2011021221,Scotiabank Saddledome,MDT
2010020348,Madison Square Garden,EDT
2010020863,Nassau Coliseum,EDT
2011020146,St. Pete Times Forum,EDT
2010020674,Madison Square Garden,EDT
2010020620,HP Pavilion at San Jose,PDT
2011020897,Scottrade Center,CDT
2011020022,O2 Arena Berlin,PDT
2011020326,Prudential Center,EDT
2011021040,Tampa Bay Times Forum,EDT
2010020085,Joe Louis Arena,EDT
2010021134,TD Garden,EDT
2010020504,Joe Louis Arena,EDT
2011021031,United Center,CDT
2010020355,United Center,CDT
2011020246,MTS Centre,CDT
2010020705,Rexall Place,MDT
2011020705,Honda Center,PDT
2010021129,Philips Arena,EDT
2010020356,Pepsi Center,MDT
2011020546,Xcel Energy Center,CDT
2011020794,MTS Centre,CDT
2010020322,Nassau Coliseum,EDT
2011020354,Joe Louis Arena,EDT
2010021219,RBC Center,EDT
2011021093,Bridgestone Arena,CDT
2011020339,Xcel Energy Center,CDT
2011020862,Joe Louis Arena,EDT
2010020265,Pepsi Center,MDT
2010020045,Xcel Energy Center,CDT
2010020771,Air Canada Centre,EDT
2011020465,United Center,CDT
2010020901,Rogers Arena,PDT
2011021030,Madison Square Garden,EDT
2010020061,Xcel Energy Center,CDT
2010020597,TD Garden,EDT
2011020934,MTS Centre,CDT
2010020809,Joe Louis Arena,EDT
2010020759,Scottrade Center,CDT
2011020524,Bridgestone Arena,CDT
2011020955,Pepsi Center,MDT
2010020690,Pepsi Center,MDT
2011020814,Pepsi Center,MDT
2011020282,Bridgestone Arena,CDT
2011020209,Scotiabank Saddledome,MDT
2011020359,RBC Center,EDT
2011021222,Centre Bell,EDT
2010020159,Rogers Arena,PDT
2011020232,RBC Center,EDT
2011020018,Pepsi Center,MDT
2010020772,Madison Square Garden,EDT
2010020310,Philips Arena,EDT
2011020396,Bridgestone Arena,CDT
2011020560,Xcel Energy Center,CDT
2010020313,Prudential Center,EDT
2011020778,Rexall Place,MDT
2011021216,TD Garden,EDT
2010020049,Madison Square Garden,EDT
2011021159,United Center,CDT
2010020945,Philips Arena,EDT
2010021091,RBC Center,EDT
2010020601,Pepsi Center,MDT
2011020845,Scotiabank Saddledome,MDT
2011021217,Prudential Center,EDT
2010020202,Honda Center,PDT
2010020739,St. Pete Times Forum,EDT
2011020921,RBC Center,EDT
2011020401,HP Pavilion at San Jose,PDT
2011020466,Wells Fargo Center,EDT
2011020910,Verizon Center,EDT
2011020673,Wells Fargo Center,EDT
2011020030,Nationwide Arena,EDT
2011020508,TD Garden,EDT
2011020526,Rogers Arena,PDT
